Step,Time,Drone_Position,Current_Target,Distance_Error,Waypoint_Reached,Reward,Info
176,11.464768171310425,"[1.800493597984314, 2.8148274421691895, 1.7403424978256226]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.62361,False,-4.623610019683838,"{'tracking_error': 4.62361, 'drone_position': [1.800493597984314, 2.8148274421691895, 1.7403424978256226], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
177,11.52662968635559,"[1.8189196586608887, 2.844526529312134, 1.7436109781265259]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.638465,False,-4.63846492767334,"{'tracking_error': 4.638465, 'drone_position': [1.8189196586608887, 2.844526529312134, 1.7436109781265259], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
178,11.590162992477417,"[1.837641954421997, 2.8743531703948975, 1.746590495109558]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.653484,False,-4.653483867645264,"{'tracking_error': 4.653484, 'drone_position': [1.837641954421997, 2.8743531703948975, 1.746590495109558], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
179,11.650908946990967,"[1.8565378189086914, 2.904536485671997, 1.7492598295211792]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.6689305,False,-4.668930530548096,"{'tracking_error': 4.6689305, 'drone_position': [1.8565378189086914, 2.904536485671997, 1.7492598295211792], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
180,11.712876558303833,"[1.875387191772461, 2.9352357387542725, 1.7517715692520142]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.685061,False,-4.685060977935791,"{'tracking_error': 4.685061, 'drone_position': [1.875387191772461, 2.9352357387542725, 1.7517715692520142], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
181,11.774787187576294,"[1.8940179347991943, 2.9663801193237305, 1.7544127702713013]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.701908,False,-4.701908111572266,"{'tracking_error': 4.701908, 'drone_position': [1.8940179347991943, 2.9663801193237305, 1.7544127702713013], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
182,11.837075233459473,"[1.9124667644500732, 2.9976916313171387, 1.7573803663253784]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.719215,False,-4.719214916229248,"{'tracking_error': 4.719215, 'drone_position': [1.9124667644500732, 2.9976916313171387, 1.7573803663253784], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
183,11.898152112960815,"[1.9309191703796387, 3.028921127319336, 1.7606326341629028]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.736669,False,-4.736669063568115,"{'tracking_error': 4.736669, 'drone_position': [1.9309191703796387, 3.028921127319336, 1.7606326341629028], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
184,11.959715127944946,"[1.94954252243042, 3.05998158454895, 1.7639966011047363]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.754107,False,-4.7541069984436035,"{'tracking_error': 4.754107, 'drone_position': [1.94954252243042, 3.05998158454895, 1.7639966011047363], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
185,12.022897243499756,"[1.96843683719635, 3.0909101963043213, 1.767296552658081]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.771509,False,-4.771509170532227,"{'tracking_error': 4.771509, 'drone_position': [1.96843683719635, 3.0909101963043213, 1.767296552658081], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
186,12.08579707145691,"[1.9876431226730347, 3.121829032897949, 1.7703845500946045]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.788961,False,-4.788960933685303,"{'tracking_error': 4.788961, 'drone_position': [1.9876431226730347, 3.121829032897949, 1.7703845500946045], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
187,12.146909952163696,"[2.0071208477020264, 3.152937889099121, 1.7731633186340332]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.8066583,False,-4.8066582679748535,"{'tracking_error': 4.8066583, 'drone_position': [2.0071208477020264, 3.152937889099121, 1.7731633186340332], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
188,12.2559232711792,"[2.0267117023468018, 3.184462070465088, 1.7756564617156982]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.824879,False,-4.824879169464111,"{'tracking_error': 4.824879, 'drone_position': [2.0267117023468018, 3.184462070465088, 1.7756564617156982], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
189,12.31783652305603,"[2.0461888313293457, 3.2165069580078125, 1.778070092201233]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.843828,False,-4.843828201293945,"{'tracking_error': 4.843828, 'drone_position': [2.0461888313293457, 3.2165069580078125, 1.778070092201233], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
190,12.380354881286621,"[2.065431594848633, 3.248924970626831, 1.7806923389434814]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.8634367,False,-4.863436698913574,"{'tracking_error': 4.8634367, 'drone_position': [2.065431594848633, 3.248924970626831, 1.7806923389434814], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
191,12.44374418258667,"[2.0845375061035156, 3.2814197540283203, 1.7836531400680542]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.8833933,False,-4.883393287658691,"{'tracking_error': 4.8833933, 'drone_position': [2.0845375061035156, 3.2814197540283203, 1.7836531400680542], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
192,12.505722045898438,"[2.103701114654541, 3.313786506652832, 1.7868542671203613]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.903424,False,-4.90342378616333,"{'tracking_error': 4.903424, 'drone_position': [2.103701114654541, 3.313786506652832, 1.7868542671203613], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
193,12.566835641860962,"[2.1230695247650146, 3.3459811210632324, 1.7901132106781006]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.9234166,False,-4.923416614532471,"{'tracking_error': 4.9234166, 'drone_position': [2.1230695247650146, 3.3459811210632324, 1.7901132106781006], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
194,12.62857174873352,"[2.1427254676818848, 3.3780677318573, 1.7932614088058472]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.9433913,False,-4.9433913230896,"{'tracking_error': 4.9433913, 'drone_position': [2.1427254676818848, 3.3780677318573, 1.7932614088058472], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
195,12.690908908843994,"[2.1626901626586914, 3.4101924896240234, 1.7961616516113281]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.9634676,False,-4.963467597961426,"{'tracking_error': 4.9634676, 'drone_position': [2.1626901626586914, 3.4101924896240234, 1.7961616516113281], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
196,12.7528235912323,"[2.1828906536102295, 3.4425721168518066, 1.7987428903579712]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",4.983875,False,-4.983874797821045,"{'tracking_error': 4.983875, 'drone_position': [2.1828906536102295, 3.4425721168518066, 1.7987428903579712], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
197,12.815842628479004,"[2.203136682510376, 3.4754159450531006, 1.8010801076889038]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.004888,False,-5.00488805770874,"{'tracking_error': 5.004888, 'drone_position': [2.203136682510376, 3.4754159450531006, 1.8010801076889038], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
198,12.877036809921265,"[2.2232112884521484, 3.508761167526245, 1.80342435836792]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.0266376,False,-5.026637554168701,"{'tracking_error': 5.0266376, 'drone_position': [2.2232112884521484, 3.508761167526245, 1.80342435836792], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
199,12.939255237579346,"[2.243056535720825, 3.542393445968628, 1.8060417175292969]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.0489554,False,-5.04895544052124,"{'tracking_error': 5.0489554, 'drone_position': [2.243056535720825, 3.542393445968628, 1.8060417175292969], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
200,13.00268006324768,"[2.2628185749053955, 3.576021432876587, 1.808988094329834]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.071512,False,-5.071512222290039,"{'tracking_error': 5.071512, 'drone_position': [2.2628185749053955, 3.576021432876587, 1.808988094329834], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
201,13.065272092819214,"[2.282687187194824, 3.609489679336548, 1.812123417854309]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.0940847,False,-5.094084739685059,"{'tracking_error': 5.0940847, 'drone_position': [2.282687187194824, 3.609489679336548, 1.812123417854309], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
202,13.127899408340454,"[2.3027889728546143, 3.642791986465454, 1.8152647018432617]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.11661,False,-5.116610050201416,"{'tracking_error': 5.11661, 'drone_position': [2.3027889728546143, 3.642791986465454, 1.8152647018432617], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
203,13.188878774642944,"[2.3231899738311768, 3.6760168075561523, 1.8182510137557983]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.1391425,False,-5.1391425132751465,"{'tracking_error': 5.1391425, 'drone_position': [2.3231899738311768, 3.6760168075561523, 1.8182510137557983], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
204,13.252431392669678,"[2.343888282775879, 3.709334373474121, 1.8209586143493652]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.1618376,False,-5.161837577819824,"{'tracking_error': 5.1618376, 'drone_position': [2.343888282775879, 3.709334373474121, 1.8209586143493652], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
205,13.315305709838867,"[2.3647756576538086, 3.7429721355438232, 1.8233500719070435]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.18495,False,-5.18494987487793,"{'tracking_error': 5.18495, 'drone_position': [2.3647756576538086, 3.7429721355438232, 1.8233500719070435], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
206,13.378042459487915,"[2.3856375217437744, 3.7771072387695312, 1.8255560398101807]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.208728,False,-5.208727836608887,"{'tracking_error': 5.208728, 'drone_position': [2.3856375217437744, 3.7771072387695312, 1.8255560398101807], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
207,13.440995454788208,"[2.406284809112549, 3.8117008209228516, 1.8278580904006958]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.2332125,False,-5.233212471008301,"{'tracking_error': 5.2332125, 'drone_position': [2.406284809112549, 3.8117008209228516, 1.8278580904006958], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
208,13.50335168838501,"[2.426727533340454, 3.8464877605438232, 1.8304771184921265]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.2581534,False,-5.258153438568115,"{'tracking_error': 5.2581534, 'drone_position': [2.426727533340454, 3.8464877605438232, 1.8304771184921265], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
209,13.624973058700562,"[2.447143793106079, 3.8812029361724854, 1.8333977460861206]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.2832346,False,-5.283234596252441,"{'tracking_error': 5.2832346, 'drone_position': [2.447143793106079, 3.8812029361724854, 1.8333977460861206], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
210,13.68777585029602,"[2.4677090644836426, 3.9157400131225586, 1.8364534378051758]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.308289,False,-5.308289051055908,"{'tracking_error': 5.308289, 'drone_position': [2.4677090644836426, 3.9157400131225586, 1.8364534378051758], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
211,13.752013921737671,"[2.4885308742523193, 3.950124740600586, 1.839464783668518]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.3332973,False,-5.333297252655029,"{'tracking_error': 5.3332973, 'drone_position': [2.4885308742523193, 3.950124740600586, 1.839464783668518], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
212,13.81306767463684,"[2.509658098220825, 3.9844703674316406, 1.8422800302505493]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.358347,False,-5.358346939086914,"{'tracking_error': 5.358347, 'drone_position': [2.509658098220825, 3.9844703674316406, 1.8422800302505493], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
213,13.87491250038147,"[2.531061887741089, 4.01896858215332, 1.8447927236557007]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.3836274,False,-5.383627414703369,"{'tracking_error': 5.3836274, 'drone_position': [2.531061887741089, 4.01896858215332, 1.8447927236557007], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
214,13.935552835464478,"[2.5525975227355957, 4.0538482666015625, 1.8470075130462646]","[4.335804462432861, -1.051645278930664, 1.7214096784591675]",5.409405,False,-5.40940523147583,"{'tracking_error': 5.409405, 'drone_position': [2.5525975227355957, 4.0538482666015625, 1.8470075130462646], 'current_target': [4.335804462432861, -1.051645278930664, 1.7214096784591675], 'disturbance': [0, 0, 0, 0], 'waypoint_reached': False}"
